RUC_Patrono,Periodo,Cedula_Empleado,Nombre_Completo,Cargo,Departamento,Tipo_Contrato,Fecha_Ingreso,Salario_Bruto,Deducciones_CSS,Patronal_CSS,Impuesto_Renta_Retenido,Salario_Neto,Estado_Empleado
8-842-1324 DV 12,1/1/2025,PE-80-132,Empleado_Tec_4,Gerente,Operaciones,Indefinido,5/15/2023,957.25,93.33,117.26,0,863.92,Activo
8-842-1324 DV 12,1/1/2025,PE-26-665,Empleado_Tec_5,Analista,Tecnologia,Temporal,5/15/2023,1680.63,163.86,205.88,84.03,1432.74,Activo
8-842-1324 DV 12,1/1/2025,PE-94-582,Empleado_Tec_6,Gerente,Operaciones,Indefinido,5/15/2023,1822.55,177.7,223.26,91.13,1553.73,Activo
8-842-1324 DV 12,1/1/2025,PE-82-384,Empleado_Tec_7,Operario,Finanzas,Por Obra,5/15/2023,3428.28,334.26,419.96,171.41,2922.61,Activo
8-842-1324 DV 12,1/1/2025,PE-79-230,Empleado_Tec_8,Operario,Tecnologia,Por Obra,5/15/2023,2548.43,248.47,312.18,127.42,2172.54,Activo
8-842-1324 DV 12,1/1/2025,PE-51-600,Empleado_Tec_9,Coordinador,Tecnologia,Indefinido,5/15/2023,858.75,83.73,105.2,0,775.02,Activo
8-842-1324 DV 12,1/1/2025,PE-32-877,Empleado_Tec_10,Analista,Ventas,Indefinido,5/15/2023,853.04,83.17,104.5,0,769.87,Activo
8-842-1324 DV 12,1/1/2025,PE-46-773,Empleado_Tec_11,Coordinador,Operaciones,Indefinido,5/15/2023,,289.68,363.96,148.56,2532.87,Activo
8-842-1324 DV 12,1/1/2025,PE-57-681,Empleado_Tec_12,Operario,Operaciones,Por Obra,5/15/2023,2561.59,249.75,313.79,128.08,2183.75,Activo
8-842-1324 DV 12,1/1/2025,PE-90-509,Empleado_Tec_13,Supervisor,Finanzas,Indefinido,5/15/2023,3220.82,314.03,394.55,161.04,2745.75,Activo
8-842-1324 DV 12,1/1/2025,PE-69-543,Empleado_Tec_14,Analista,Operaciones,Por Obra,5/15/2023,2909.85,283.71,356.46,145.49,2480.65,Activo
8-842-1324 DV 12,1/1/2025,PE-87-186,Empleado_Tec_15,Supervisor,Tecnologia,Temporal,5/15/2023,3159.06,308.01,386.98,157.95,2693.1,Activo
8-842-1324 DV 12,1/1/2025,PE-68-504,Empleado_Tec_16,Operario,Logistica,Por Obra,5/15/2023,3359.08,327.51,411.49,167.95,2863.62,Activo
4-721-985 DV 88,1/1/2025,PE-15-735,Empleado_Agr_1,Gerente,Finanzas,Indefinido,5/15/2023,3119.2,304.12,382.1,155.96,2659.12,Activo
4-721-985 DV 88,1/1/2025,PE-79-529,Empleado_Agr_2,Coordinador,Operaciones,Temporal,5/15/2023,2917.56,284.46,357.4,145.88,2487.22,Activo
4-721-985 DV 88,1/1/2025,PE-12-233,Empleado_Agr_3,Analista,Logistica,Por Obra,5/15/2023,2236.78,218.09,274.01,111.84,1906.85,Activo
4-721-985 DV 88,1/1/2025,PE-15-286,Empleado_Agr_4,Gerente,Tecnologia,Por Obra,5/15/2023,2941.93,286.84,360.39,147.1,2508,Activo
4-721-985 DV 88,1/1/2025,PE-49-896,Empleado_Agr_5,Supervisor,Logistica,Indefinido,5/15/2023,1112.27,108.45,136.25,55.61,948.21,Activo
4-721-985 DV 88,1/1/2025,PE-44-212,Empleado_Agr_6,Coordinador,Operaciones,Por Obra,5/15/2023,2959.4,288.54,362.53,147.97,2522.89,Activo
4-721-985 DV 88,1/1/2025,PE-99-602,Empleado_Agr_7,Gerente,Tecnologia,Indefinido,5/15/2023,945.79,92.21,115.86,0,853.58,Activo
4-721-985 DV 88,1/1/2025,PE-25-794,Empleado_Agr_8,Gerente,Operaciones,Temporal,5/15/2023,3379.68,329.52,414.01,168.98,2881.18,Activo
4-721-985 DV 88,1/1/2025,PE-46-397,Empleado_Agr_9,Gerente,Tecnologia,Por Obra,5/15/2023,1772.61,172.83,217.14,88.63,1511.15,Activo
4-721-985 DV 88,1/1/2025,PE-14-204,Empleado_Agr_10,Analista,Finanzas,Por Obra,5/15/2023,1385.75,135.11,169.75,69.29,1181.35,Activo
4-721-985 DV 88,1/1/2025,PE-86-245,Empleado_Agr_11,Analista,Ventas,Indefinido,5/15/2023,3446.09,335.99,422.15,172.3,2937.79,Activo
4-721-985 DV 88,1/1/2025,PE-17-572,Empleado_Agr_12,Coordinador,Ventas,Temporal,5/15/2023,2844.77,277.37,348.48,142.24,2425.17,Activo
4-721-985 DV 88,1/1/2025,PE-28-386,Empleado_Agr_13,Supervisor,Tecnologia,Por Obra,5/15/2023,2762.46,269.34,338.4,138.12,2355,Activo
4-721-985 DV 88,1/1/2025,PE-20-565,Empleado_Agr_14,Coordinador,Tecnologia,Por Obra,5/15/2023,1247.53,121.63,152.82,62.38,1063.52,Activo
4-721-985 DV 88,1/1/2025,PE-10-150,Empleado_Agr_15,Supervisor,Ventas,Por Obra,5/15/2023,1433.35,139.75,175.59,71.67,1221.93,Activo
4-721-985 DV 88,1/1/2025,PE-37-818,Empleado_Agr_16,Gerente,Logistica,Indefinido,5/15/2023,3146.81,306.81,385.48,157.34,2682.65,Activo
4-721-985 DV 88,1/1/2025,PE-81-376,Empleado_Agr_17,Gerente,Logistica,Indefinido,5/15/2023,2667.66,260.1,326.79,133.38,2274.18,Activo
4-721-985 DV 88,1/1/2025,PE-69-566,Empleado_Agr_18,Analista,Finanzas,Indefinido,5/15/2023,1090.79,106.35,133.62,0,984.44,Activo
4-721-985 DV 88,1/1/2025,PE-37-679,Empleado_Agr_19,Coordinador,Tecnologia,Temporal,5/15/2023,2657.03,259.06,325.49,132.85,2265.11,Activo
4-721-985 DV 88,1/1/2025,PE-20-571,Empleado_Agr_20,Operario,Finanzas,Temporal,5/15/2023,3011.46,293.62,368.9,150.57,2567.27,Activo
4-721-985 DV 88,1/1/2025,PE-80-756,Empleado_Agr_21,Supervisor,Finanzas,Temporal,5/15/2023,2271.68,221.49,278.28,113.58,1936.61,Activo
4-721-985 DV 88,1/1/2025,PE-17-924,Empleado_Agr_22,Analista,Ventas,Indefinido,5/15/2023,2884.3,281.22,353.33,144.22,2458.87,Activo
4-721-985 DV 88,1/1/2025,PE-63-399,Empleado_Agr_23,Analista,Operaciones,Por Obra,5/15/2023,,258.75,325.09,132.69,2262.39,Activo
4-721-985 DV 88,1/1/2025,PE-39-210,Empleado_Agr_24,Supervisor,Logistica,Por Obra,5/15/2023,1197.65,116.77,146.71,59.88,1021,Activo
4-721-985 DV 88,1/1/2025,PE-53-139,Empleado_Agr_25,Coordinador,Ventas,Por Obra,5/15/2023,2631.34,256.56,322.34,131.57,2243.22,Activo
4-721-985 DV 88,1/1/2025,PE-95-506,Empleado_Agr_26,Coordinador,Ventas,Temporal,5/15/2023,1734,169.06,212.41,86.7,1478.23,Activo
4-721-985 DV 88,1/1/2025,PE-37-958,Empleado_Agr_27,Analista,Ventas,Temporal,5/15/2023,1457.09,142.07,178.49,72.85,1242.17,Activo
4-721-985 DV 88,1/1/2025,PE-11-554,Empleado_Agr_28,Operario,Ventas,Indefinido,5/15/2023,3363.81,327.97,412.07,168.19,2867.65,Activo
4-721-985 DV 88,1/1/2025,PE-15-431,Empleado_Agr_29,Operario,Finanzas,Indefinido,5/15/2023,2710.24,264.25,332,135.51,2310.48,Activo
4-721-985 DV 88,1/1/2025,PE-45-856,Empleado_Agr_30,Operario,Finanzas,Por Obra,5/15/2023,3204.48,312.44,392.55,160.22,2731.82,Activo
15523-2-65342 DV 45,2/1/2025,PE-93-886,Empleado_Inv_1,Operario,Operaciones,Temporal,5/15/2023,2235.58,217.97,273.86,111.78,1905.83,Activo
15523-2-65342 DV 45,2/1/2025,PE-64-774,Empleado_Inv_2,Gerente,Finanzas,Indefinido,5/15/2023,910.73,88.8,111.56,0,821.93,Activo
15523-2-65342 DV 45,2/1/2025,PE-91-349,Empleado_Inv_3,Coordinador,Finanzas,Temporal,5/15/2023,3026.94,295.13,370.8,151.35,2580.47,Activo
15523-2-65342 DV 45,2/1/2025,PE-67-506,Empleado_Inv_4,Coordinador,Operaciones,Por Obra,5/15/2023,1575.52,153.61,193,78.78,1343.13,Activo
15523-2-65342 DV 45,2/1/2025,PE-48-947,Empleado_Inv_5,Operario,Finanzas,Por Obra,5/15/2023,2810.17,273.99,344.25,140.51,2395.67,Activo
15523-2-65342 DV 45,2/1/2025,PE-16-966,Empleado_Inv_6,Supervisor,Operaciones,Por Obra,5/15/2023,1132.94,110.46,138.79,56.65,965.83,Activo
15523-2-65342 DV 45,2/1/2025,PE-92-985,Empleado_Inv_7,Gerente,Tecnologia,Indefinido,5/15/2023,2413.33,235.3,295.63,120.67,2057.36,Activo
15523-2-65342 DV 45,2/1/2025,PE-19-511,Empleado_Inv_8,Operario,Ventas,Indefinido,5/15/2023,2885.43,281.33,353.47,144.27,2459.83,Activo
15523-2-65342 DV 45,2/1/2025,PE-95-147,Empleado_Inv_9,Coordinador,Finanzas,Por Obra,5/15/2023,2701.39,263.39,330.92,135.07,2302.94,Activo
15523-2-65342 DV 45,2/1/2025,PE-40-168,Empleado_Inv_10,Coordinador,Tecnologia,Indefinido,5/15/2023,2209.34,215.41,270.64,110.47,1883.46,Activo
15523-2-65342 DV 45,2/1/2025,PE-48-101,Empleado_Inv_11,Gerente,Ventas,Temporal,5/15/2023,3183.55,310.4,389.98,159.18,2713.98,Activo
15523-2-65342 DV 45,2/1/2025,PE-86-890,Empleado_Inv_12,Analista,Tecnologia,Temporal,5/15/2023,3407.1,332.19,417.37,170.36,2904.55,Activo
15523-2-65342 DV 45,2/1/2025,PE-27-107,Empleado_Inv_13,Gerente,Logistica,Por Obra,5/15/2023,3023.99,294.84,370.44,151.2,2577.95,Activo
15523-2-65342 DV 45,2/1/2025,PE-18-501,Empleado_Inv_14,Operario,Finanzas,Indefinido,5/15/2023,2310.17,225.24,283,115.51,1969.42,Activo
8-842-1324 DV 12,2/1/2025,PE-32-835,Empleado_Tec_1,Operario,Operaciones,Por Obra,5/15/2023,3315.41,323.25,406.14,165.77,2826.39,Activo
8-842-1324 DV 12,2/1/2025,PE-37-866,Empleado_Tec_2,Coordinador,Ventas,Indefinido,5/15/2023,2905.81,283.32,355.96,145.29,2477.2,Activo
8-842-1324 DV 12,2/1/2025,PE-78-783,Empleado_Tec_3,Analista,Logistica,Por Obra,5/15/2023,1449.53,141.33,177.57,72.48,1235.73,Activo
8-842-1324 DV 12,2/1/2025,PE-80-132,Empleado_Tec_4,Gerente,Operaciones,Indefinido,5/15/2023,3370.47,328.62,412.88,168.52,2873.32,Activo
8-842-1324 DV 12,2/1/2025,PE-26-665,Empleado_Tec_5,Analista,Tecnologia,Temporal,5/15/2023,1720.86,167.78,210.8,86.04,1467.03,Activo
8-842-1324 DV 12,2/1/2025,PE-94-582,Empleado_Tec_6,Gerente,Operaciones,Indefinido,5/15/2023,3427.76,334.21,419.9,171.39,2922.17,Activo
8-842-1324 DV 12,2/1/2025,PE-82-384,Empleado_Tec_7,Operario,Finanzas,Por Obra,5/15/2023,2429.91,236.92,297.66,121.5,2071.5,Activo
8-842-1324 DV 12,2/1/2025,PE-79-230,Empleado_Tec_8,Operario,Tecnologia,Por Obra,5/15/2023,1572.29,153.3,192.61,78.61,1340.38,Activo
8-842-1324 DV 12,2/1/2025,PE-51-600,Empleado_Tec_9,Coordinador,Tecnologia,Indefinido,5/15/2023,2361.09,230.21,289.23,118.05,2012.83,Activo
8-842-1324 DV 12,2/1/2025,PE-32-877,Empleado_Tec_10,Analista,Ventas,Indefinido,5/15/2023,2397.2,233.73,293.66,119.86,2043.61,Activo
8-842-1324 DV 12,2/1/2025,PE-46-773,Empleado_Tec_11,Coordinador,Operaciones,Indefinido,5/15/2023,2885.3,281.32,353.45,144.26,2459.72,Activo
8-842-1324 DV 12,2/1/2025,PE-57-681,Empleado_Tec_12,Operario,Operaciones,Por Obra,5/15/2023,2752.87,268.4,337.23,137.64,2346.82,Activo
8-842-1324 DV 12,2/1/2025,PE-90-509,Empleado_Tec_13,Supervisor,Finanzas,Indefinido,5/15/2023,3259.7,317.82,399.31,162.98,2778.89,Activo
8-842-1324 DV 12,2/1/2025,PE-69-543,Empleado_Tec_14,Analista,Operaciones,Por Obra,5/15/2023,2820.78,275.03,345.54,141.04,2404.71,Activo
8-842-1324 DV 12,2/1/2025,PE-87-186,Empleado_Tec_15,Supervisor,Tecnologia,Temporal,5/15/2023,3203.88,312.38,392.48,160.19,2731.31,Activo
8-842-1324 DV 12,2/1/2025,PE-68-504,Empleado_Tec_16,Operario,Logistica,Por Obra,5/15/2023,1755.96,171.21,215.1,87.8,1496.95,Activo
4-721-985 DV 88,2/1/2025,PE-15-735,Empleado_Agr_1,Gerente,Finanzas,Indefinido,5/15/2023,2026.7,197.6,248.27,101.33,1727.76,Activo
4-721-985 DV 88,2/1/2025,PE-79-529,Empleado_Agr_2,Coordinador,Operaciones,Temporal,5/15/2023,1885.58,183.84,230.98,94.28,1607.46,Activo
4-721-985 DV 88,2/1/2025,PE-12-233,Empleado_Agr_3,Analista,Logistica,Por Obra,5/15/2023,2947.66,287.4,361.09,147.38,2512.88,Activo
4-721-985 DV 88,2/1/2025,PE-15-286,Empleado_Agr_4,Gerente,Tecnologia,Por Obra,5/15/2023,3491.25,340.4,427.68,174.56,2976.29,Activo
4-721-985 DV 88,2/1/2025,PE-49-896,Empleado_Agr_5,Supervisor,Logistica,Indefinido,5/15/2023,1062.39,103.58,130.14,0,958.81,Activo
4-721-985 DV 88,2/1/2025,PE-44-212,Empleado_Agr_6,Coordinador,Operaciones,Por Obra,5/15/2023,1888.49,184.13,231.34,94.42,1609.94,Activo
4-721-985 DV 88,2/1/2025,PE-99-602,Empleado_Agr_7,Gerente,Tecnologia,Indefinido,5/15/2023,2763.47,269.44,338.53,138.17,2355.86,Activo
4-721-985 DV 88,2/1/2025,PE-25-794,Empleado_Agr_8,Gerente,Operaciones,Temporal,5/15/2023,2076.54,202.46,254.38,103.83,1770.25,Activo
4-721-985 DV 88,2/1/2025,PE-46-397,Empleado_Agr_9,Gerente,Tecnologia,Por Obra,5/15/2023,,130.12,163.49,66.73,1137.74,Activo
4-721-985 DV 88,2/1/2025,PE-14-204,Empleado_Agr_10,Analista,Finanzas,Por Obra,5/15/2023,2463.07,240.15,301.73,123.15,2099.77,Activo
4-721-985 DV 88,2/1/2025,PE-86-245,Empleado_Agr_11,Analista,Ventas,Indefinido,5/15/2023,3117.14,303.92,381.85,155.86,2657.36,Activo
4-721-985 DV 88,2/1/2025,PE-17-572,Empleado_Agr_12,Coordinador,Ventas,Temporal,5/15/2023,1267.33,123.56,155.25,63.37,1080.4,Activo
4-721-985 DV 88,2/1/2025,PE-28-386,Empleado_Agr_13,Supervisor,Tecnologia,Por Obra,5/15/2023,851.32,83,104.29,0,768.31,Activo
4-721-985 DV 88,2/1/2025,PE-20-565,Empleado_Agr_14,Coordinador,Tecnologia,Por Obra,5/15/2023,1383.27,134.87,169.45,69.16,1179.24,Activo
4-721-985 DV 88,2/1/2025,PE-10-150,Empleado_Agr_15,Supervisor,Ventas,Por Obra,5/15/2023,1487.55,145.04,182.23,74.38,1268.14,Activo
4-721-985 DV 88,2/1/2025,PE-37-818,Empleado_Agr_16,Gerente,Logistica,Indefinido,5/15/2023,1204.05,117.4,147.5,60.2,1026.46,Activo
4-721-985 DV 88,2/1/2025,PE-81-376,Empleado_Agr_17,Gerente,Logistica,Indefinido,5/15/2023,1371.1,133.68,167.96,68.55,1168.86,Activo
4-721-985 DV 88,2/1/2025,PE-69-566,Empleado_Agr_18,Analista,Finanzas,Indefinido,5/15/2023,3300.58,321.81,404.32,165.03,2813.75,Activo
4-721-985 DV 88,2/1/2025,PE-37-679,Empleado_Agr_19,Coordinador,Tecnologia,Temporal,5/15/2023,2789.02,271.93,341.66,139.45,2377.64,Activo
4-721-985 DV 88,2/1/2025,PE-20-571,Empleado_Agr_20,Operario,Finanzas,Temporal,5/15/2023,908.55,88.58,111.3,0,819.96,Activo
4-721-985 DV 88,2/1/2025,PE-80-756,Empleado_Agr_21,Supervisor,Finanzas,Temporal,5/15/2023,2934.83,286.15,359.52,146.74,2501.94,Activo
4-721-985 DV 88,2/1/2025,PE-17-924,Empleado_Agr_22,Analista,Ventas,Indefinido,5/15/2023,2105.96,205.33,257.98,105.3,1795.33,Activo
4-721-985 DV 88,2/1/2025,PE-63-399,Empleado_Agr_23,Analista,Operaciones,Por Obra,5/15/2023,911.47,88.87,111.65,0,822.6,Activo
4-721-985 DV 88,2/1/2025,PE-39-210,Empleado_Agr_24,Supervisor,Logistica,Por Obra,5/15/2023,1962.99,191.39,240.47,98.15,1673.45,Activo
4-721-985 DV 88,2/1/2025,PE-53-139,Empleado_Agr_25,Coordinador,Ventas,Por Obra,5/15/2023,1146.36,111.77,140.43,57.32,977.27,Activo
4-721-985 DV 88,2/1/2025,PE-95-506,Empleado_Agr_26,Coordinador,Ventas,Temporal,5/15/2023,1440.45,140.44,176.46,72.02,1227.99,Activo
4-721-985 DV 88,2/1/2025,PE-37-958,Empleado_Agr_27,Analista,Ventas,Temporal,5/15/2023,2710.92,264.31,332.09,135.55,2311.06,Activo
4-721-985 DV 88,2/1/2025,PE-11-554,Empleado_Agr_28,Operario,Ventas,Indefinido,5/15/2023,3166.79,308.76,387.93,158.34,2699.69,Activo
4-721-985 DV 88,2/1/2025,PE-15-431,Empleado_Agr_29,Operario,Finanzas,Indefinido,5/15/2023,1344.09,131.05,164.65,67.2,1145.84,Activo
4-721-985 DV 88,2/1/2025,PE-45-856,Empleado_Agr_30,Operario,Finanzas,Por Obra,5/15/2023,1285.64,125.35,157.49,64.28,1096.01,Activo
15523-2-65342 DV 45,3/1/2025,PE-93-886,Empleado_Inv_1,Operario,Operaciones,Temporal,5/15/2023,2693.86,262.65,330,134.69,2296.52,Activo
15523-2-65342 DV 45,3/1/2025,PE-64-774,Empleado_Inv_2,Gerente,Finanzas,Indefinido,5/15/2023,3483.89,339.68,426.78,174.19,2970.02,Activo
15523-2-65342 DV 45,3/1/2025,PE-91-349,Empleado_Inv_3,Coordinador,Finanzas,Temporal,5/15/2023,2062.12,201.06,252.61,103.11,1757.96,Activo
15523-2-65342 DV 45,3/1/2025,PE-67-506,Empleado_Inv_4,Coordinador,Operaciones,Por Obra,5/15/2023,3072.23,299.54,376.35,153.61,2619.07,Activo
15523-2-65342 DV 45,3/1/2025,PE-48-947,Empleado_Inv_5,Operario,Finanzas,Por Obra,5/15/2023,3310.23,322.75,405.5,165.51,2821.97,Activo
15523-2-65342 DV 45,3/1/2025,PE-16-966,Empleado_Inv_6,Supervisor,Operaciones,Por Obra,5/15/2023,2834.35,276.35,347.21,141.72,2416.28,Activo
15523-2-65342 DV 45,3/1/2025,PE-92-985,Empleado_Inv_7,Gerente,Tecnologia,Indefinido,5/15/2023,2473.28,241.14,302.98,123.66,2108.47,Activo
15523-2-65342 DV 45,3/1/2025,PE-19-511,Empleado_Inv_8,Operario,Ventas,Indefinido,5/15/2023,2281.63,222.46,279.5,114.08,1945.09,Activo
15523-2-65342 DV 45,3/1/2025,PE-95-147,Empleado_Inv_9,Coordinador,Finanzas,Por Obra,5/15/2023,2472.41,241.06,302.87,123.62,2107.73,Activo
15523-2-65342 DV 45,3/1/2025,PE-40-168,Empleado_Inv_10,Coordinador,Tecnologia,Indefinido,5/15/2023,3377.65,329.32,413.76,168.88,2879.45,Activo
15523-2-65342 DV 45,3/1/2025,PE-48-101,Empleado_Inv_11,Gerente,Ventas,Temporal,5/15/2023,1135.63,110.72,139.11,56.78,968.13,Activo
15523-2-65342 DV 45,3/1/2025,PE-86-890,Empleado_Inv_12,Analista,Tecnologia,Temporal,5/15/2023,2060.04,200.85,252.35,103,1756.18,Activo
15523-2-65342 DV 45,3/1/2025,PE-27-107,Empleado_Inv_13,Gerente,Logistica,Por Obra,5/15/2023,1162.01,113.3,142.35,58.1,990.61,Activo
15523-2-65342 DV 45,3/1/2025,PE-18-501,Empleado_Inv_14,Operario,Finanzas,Indefinido,5/15/2023,2113.49,206.06,258.9,105.67,1801.75,Activo
8-842-1324 DV 12,3/1/2025,PE-32-835,Empleado_Tec_1,Operario,Operaciones,Por Obra,5/15/2023,2285.82,222.87,280.01,114.29,1948.66,Activo
8-842-1324 DV 12,3/1/2025,PE-37-866,Empleado_Tec_2,Coordinador,Ventas,Indefinido,5/15/2023,1612.95,157.26,197.59,80.65,1375.04,Activo
8-842-1324 DV 12,3/1/2025,PE-78-783,Empleado_Tec_3,Analista,Logistica,Por Obra,5/15/2023,3374.78,329.04,413.41,168.74,2877,Activo
8-842-1324 DV 12,3/1/2025,PE-80-132,Empleado_Tec_4,Gerente,Operaciones,Indefinido,5/15/2023,2436.41,237.55,298.46,121.82,2077.04,Activo
8-842-1324 DV 12,3/1/2025,PE-26-665,Empleado_Tec_5,Analista,Tecnologia,Temporal,5/15/2023,1574.82,153.54,192.91,78.74,1342.53,Activo
8-842-1324 DV 12,3/1/2025,PE-94-582,Empleado_Tec_6,Gerente,Operaciones,Indefinido,5/15/2023,2460.44,239.89,301.4,123.02,2097.52,Activo
8-842-1324 DV 12,3/1/2025,PE-82-384,Empleado_Tec_7,Operario,Finanzas,Por Obra,5/15/2023,2829.72,275.9,346.64,141.49,2412.33,Activo
8-842-1324 DV 12,Mar-25,PE-79-230,Empleado_Tec_8,Operario,Tecnologia,Por Obra,5/15/2023,945.68,92.2,115.85,0,853.47,Activo
8-842-1324 DV 12,3/1/2025,PE-51-600,Empleado_Tec_9,Coordinador,Tecnologia,Indefinido,5/15/2023,1260.27,122.88,154.38,63.01,1074.38,Activo
8-842-1324 DV 12,3/1/2025,PE-32-877,Empleado_Tec_10,Analista,Ventas,Indefinido,5/15/2023,849.54,82.83,104.07,0,766.71,Activo
8-842-1324 DV 12,3/1/2025,PE-46-773,Empleado_Tec_11,Coordinador,Operaciones,Indefinido,5/15/2023,827.46,80.68,101.36,0,746.78,Activo
8-842-1324 DV 12,3/1/2025,PE-57-681,Empleado_Tec_12,Operario,Operaciones,Por Obra,5/15/2023,2252.47,219.62,275.93,112.62,1920.23,Activo
8-842-1324 DV 12,3/1/2025,PE-90-509,Empleado_Tec_13,Supervisor,Finanzas,Indefinido,5/15/2023,3417.81,333.24,418.68,170.89,2913.68,Activo
8-842-1324 DV 12,3/1/2025,PE-69-543,Empleado_Tec_14,Analista,Operaciones,Por Obra,5/15/2023,,229.88,288.82,117.89,2009.94,Activo
8-842-1324 DV 12,3/1/2025,PE-87-186,Empleado_Tec_15,Supervisor,Tecnologia,Temporal,5/15/2023,1116.5,108.86,136.77,55.83,951.82,Activo
8-842-1324 DV 12,3/1/2025,PE-68-504,Empleado_Tec_16,Operario,Logistica,Por Obra,5/15/2023,2535.88,247.25,310.65,126.79,2161.84,Activo
4-721-985 DV 88,3/1/2025,PE-15-735,Empleado_Agr_1,Gerente,Finanzas,Indefinido,5/15/2023,1957.53,190.86,239.8,97.88,1668.79,Activo
4-721-985 DV 88,3/1/2025,PE-79-529,Empleado_Agr_2,Coordinador,Operaciones,Temporal,5/15/2023,2380.29,232.08,291.59,119.01,2029.2,Activo
4-721-985 DV 88,3/1/2025,PE-12-233,Empleado_Agr_3,Analista,Logistica,Por Obra,5/15/2023,2205.56,215.04,270.18,110.28,1880.24,Activo
4-721-985 DV 88,3/1/2025,PE-15-286,Empleado_Agr_4,Gerente,Tecnologia,Por Obra,5/15/2023,2661,259.45,325.97,133.05,2268.5,Activo
4-721-985 DV 88,3/1/2025,PE-49-896,Empleado_Agr_5,Supervisor,Logistica,Indefinido,5/15/2023,2049.97,199.87,251.12,102.5,1747.6,Activo
4-721-985 DV 88,3/1/2025,PE-44-212,Empleado_Agr_6,Coordinador,Operaciones,Por Obra,5/15/2023,3107.8,303.01,380.71,155.39,2649.4,Activo
4-721-985 DV 88,3/1/2025,PE-99-602,Empleado_Agr_7,Gerente,Tecnologia,Indefinido,5/15/2023,2860.55,278.9,350.42,143.03,2438.62,Activo
4-721-985 DV 88,3/1/2025,PE-25-794,Empleado_Agr_8,Gerente,Operaciones,Temporal,5/15/2023,1136.53,110.81,139.22,56.83,968.89,Activo
4-721-985 DV 88,3/1/2025,PE-46-397,Empleado_Agr_9,Gerente,Tecnologia,Por Obra,5/15/2023,1280.73,124.87,156.89,64.04,1091.82,Activo
4-721-985 DV 88,3/1/2025,PE-14-204,Empleado_Agr_10,Analista,Finanzas,Por Obra,5/15/2023,2063.58,201.2,252.79,103.18,1759.2,Activo
4-721-985 DV 88,3/1/2025,PE-86-245,Empleado_Agr_11,Analista,Ventas,Indefinido,5/15/2023,1492.51,145.52,182.83,74.63,1272.36,Activo
4-721-985 DV 88,3/1/2025,PE-17-572,Empleado_Agr_12,Coordinador,Ventas,Temporal,5/15/2023,2576.62,251.22,315.64,128.83,2196.57,Activo
4-721-985 DV 88,3/1/2025,PE-28-386,Empleado_Agr_13,Supervisor,Tecnologia,Por Obra,5/15/2023,2935.99,286.26,359.66,146.8,2502.93,Activo
4-721-985 DV 88,3/1/2025,PE-20-565,Empleado_Agr_14,Coordinador,Tecnologia,Por Obra,5/15/2023,3216.87,313.64,394.07,160.84,2742.38,Activo
4-721-985 DV 88,3/1/2025,PE-10-150,Empleado_Agr_15,Supervisor,Ventas,Por Obra,5/15/2023,3470.45,338.37,425.13,173.52,2958.56,Activo
4-721-985 DV 88,3/1/2025,PE-37-818,Empleado_Agr_16,Gerente,Logistica,Indefinido,5/15/2023,1303.63,127.1,159.7,65.18,1111.35,Activo
4-721-985 DV 88,3/1/2025,PE-81-376,Empleado_Agr_17,Gerente,Logistica,Indefinido,5/15/2023,3243.42,316.23,397.32,162.17,2765.02,Activo
4-721-985 DV 88,3/1/2025,PE-69-566,Empleado_Agr_18,Analista,Finanzas,Indefinido,5/15/2023,3181.54,310.2,389.74,159.08,2712.26,Activo
4-721-985 DV 88,3/1/2025,PE-37-679,Empleado_Agr_19,Coordinador,Tecnologia,Temporal,5/15/2023,2296.79,223.94,281.36,114.84,1958.01,Activo
4-721-985 DV 88,3/1/2025,PE-20-571,Empleado_Agr_20,Operario,Finanzas,Temporal,5/15/2023,3058.39,298.19,374.65,152.92,2607.28,Activo
4-721-985 DV 88,3/1/2025,PE-80-756,Empleado_Agr_21,Supervisor,Finanzas,Temporal,5/15/2023,2783.36,271.38,340.96,139.17,2372.81,Activo
4-721-985 DV 88,3/1/2025,PE-17-924,Empleado_Agr_22,Analista,Ventas,Indefinido,5/15/2023,3152.48,307.37,386.18,157.62,2687.49,Activo
4-721-985 DV 88,3/1/2025,PE-63-399,Empleado_Agr_23,Analista,Operaciones,Por Obra,5/15/2023,1088.42,106.12,133.33,0,982.3,Activo
4-721-985 DV 88,3/1/2025,PE-39-210,Empleado_Agr_24,Supervisor,Logistica,Por Obra,5/15/2023,3263.24,318.17,399.75,163.16,2781.91,Activo
4-721-985 DV 88,3/1/2025,PE-53-139,Empleado_Agr_25,Coordinador,Ventas,Por Obra,5/15/2023,941.4,91.79,115.32,0,849.62,Activo
4-721-985 DV 88,3/1/2025,PE-95-506,Empleado_Agr_26,Coordinador,Ventas,Temporal,5/15/2023,1150.29,112.15,140.91,57.51,980.62,Activo
4-721-985 DV 88,3/1/2025,PE-37-958,Empleado_Agr_27,Analista,Ventas,Temporal,5/15/2023,1156.16,112.73,141.63,57.81,985.63,Activo
4-721-985 DV 88,3/1/2025,PE-11-554,Empleado_Agr_28,Operario,Ventas,Indefinido,5/15/2023,1568.48,152.93,192.14,78.42,1337.13,Activo
4-721-985 DV 88,3/1/2025,PE-15-431,Empleado_Agr_29,Operario,Finanzas,Indefinido,5/15/2023,2368.75,230.95,290.17,118.44,2019.36,Activo
